Görüş;Durum
Türk parasıyla 5 kuruş etmez hakiki deri dediğine bakmayın uygun diye iki tane aldım bir işe yarmadı deri değil ikisinde;1
Sınıf hakiki deri ve yerli üretim ile imal edilmiştir. Iki kat birbirineyapıştırma kemerlerden değildir. ibaresi tamamen aldatmacadır. İki kat birbirine yapıştırılmış. malzemesi ne olduğu belli olmayan ama deri olmadığı da aşikar bir ürün. UZAK DURUN.;1
urun tek parça deri diye aldım hakiki deri değil üç parçadan oluşuyor iki günde bozuldu sokakta 10 tl ye satılan kemerlerden farkı yok;1
cok kaliteli gozukmuyor hakiki deri diyorlar ama kaplama süet ben hic memun kalmadim yirtilmaya basladi almayin pisman olmayin;1
ürün gerçekten hayal kırıcı..ürün hakiki deri değil..alakası bile yok..gelen ürünün üstünde bile marka yoktu,etiketi çıkarılmıştı.etiket ve fiyat bilgisi yoktu .;1
ürün göründüğü gibi değil 110 cm sipariş verdim 155 cm geldi eni 3.5 cm deniyor 4.5 cm. hakiki deri ile alakası yok etiketi koparılmış. tamamen hayal kırıklığı sonu hüsran. iade ettim.;1
ürünün eni 3,5 cm yazıyordu 4 cm geldi. çok sert ve kalın oldu. tavsiye etmiyorum.;1
Ürün fazla özenli kargolanmamış ve hakiki deri olduğundan şüphelendim.;1
ürün sert hakiki deri hissi vermedi;1
ürün deri değil bide hakiki deri demişler;1
Ürün kesinlikle deri değil 3 ayda dağıldı karton gibi birşey;1
Üründen 4 adet sipariş ettik 1 adet gönderilmiş ilgilenirseniz sevinirim en kısa sürede;1
ürün hakiki deri felan değil baya baya hicbirseye yaramiyor;1
5 adet siparis verdim, farkli ürünler gönderildi, ayip. kalitesi de iyi diyil.;1
Gorseldeki urunden siparis verdim ancak gelen urun bambaska resmen hasirli bir kemer geldi;1
ıkıncı gun acılmaya başladı hakıkı deri ve derimont marka olayıda yalan;1
Berbat hakiki deri yazıyor adilikten takılmıyor bile;1
Bence ürün yorumlarda denildiği kadar kaliteli değil ve hakiki deri de değil bence;1
hakiki deri değil çabuk yıprandı hiç beğenmedim;1
BELİRTİLEN KRİTERLRDE DEĞİL ÇOK KALIN BİR KEMER 3,5 CM DEGIL VE İŞ İÇİN GİYİLEMEZ;1
hakiki deri yazıyor daha ilk takmada iz yaptı böyle firmalarla çalışmayın artık.;1
kemer deri değil satıcı eksik ürün gönderdi 3 aldım 5kemer geldi sordugumdaysa tetarik edemedik dediler satarken hemen sorun olduğunda 54 saat sonra cevap veriyorlar 50 TL kupon gönderdik dediler niye kupon gönderiyorsun benim paramı gönder hesabıma yada ürün yoksa hiç gönderme;1
İki tane almıştım.. Ama çok kısa sürede çatladı kırıldı, yani deri olmadığı ortaya çıktı.. Kesinlikle malın ucuzu değil kalitelisi alınır. Almayın..;1
kemer delikleri 5 yada 3 kullanimdan sonra genişlemeye hatta yavas yavas yirtilmaya başladı o yuzden memnun kalmadık;1
Kemeri alırken marka olarak derimod yazıyor ama alakası yok Kemer deri bile değil alacaklara duyurulur kemerin kalitesi berbat.;1
BEŞ PARA ETMEZ DERİ FALAN ZANNETMEYİN ON GÜNDE ÜST KAPLAMASI SOYULDU PARCALANDI KEMERE TOKASINA DENK GELEN YERDEN YIRTILDI BOŞUNA PARANIZI ZİYAN ETMEYİN;1
Ürünü hiç beğenmedim istediğim ürün değil 3 farklı ürün şipariş ettim 5 aynı ürün göndermişler ayrıca ürünü iade ettim teslim almaya tenezzül bile etmediler kargomu geri mng kargo şirketine gönderdiler kargo şirketide bana haber bile vermeden geri mng kargo bakırköy merkez depo çekildi 5 aydır ne kemerler elimde ne param elimde;1
Alakasız bir ürün geldi. Ne dokusu, ne kalınlığı görseldeki gibi değildi. geç farkedip 5 gün kullandığım için maalesef iade de edemiyorum;1
Hakiki deri olsaydı aşınmazdı;1
hakiki deri degil;1
utanmadan hakiki deri yazmışsınız.;1
Ürün birinçiden derımont marka diğildi kalıte düşük;1
Beklediğim kalitenin altında ürün. Daha özenli saçakları olmadan yapılabilirdi;1
ürün çok kötü 1 haftada yırtıldı inanmazsınız.para boşa gitti;1
satıcı cok dikkatli degil yanlis ürün gönderiyor sizi ugrastiriyor ona gore dikkat edin;1
bu kesinlikle deri degil yanls bilgi baktm baktrdm deri degil iade edemedim kemer lazmdi;1
deri diye aldık bırak deriyi karton gibiydi dört yerden kesik vardı tavsiye etmem;1
Hiçte kaliteli değil 1 ayda katı açıldı sonrada koptu güzel görünüyor ama aldatmaca kalitesi berbat;1
gerçek deri değil 3 haftada parçalandı kesinlikle tavsiye etmiyorum;1
Paramparça oldu kısa zamanda derimi şaka gibi;1
Fiyatının ürünü ne eksik ne fazla. Kalitesi düşük. Mağaza düzgün kargolayamıyor. Memnun kalmadım.;1
Ürün 5 ay da param parça oldu tavsiye etmiyorum;1
ürün faeklı kalitesiz bir marka geldi güvenilmez bence;1
5 para etmez deri mod diye aldık 3 kez kullanmaya parcalandı;1
Ürün, resimde belirtildiği gibi derimod ürünü değil. Hiçbir yerinde derimod etketi yok.;1
ürün resimdeki ürün değil bu da deri ama farklı tokası değişik ben evde olsam almazdım eşim bakmadan almış paketi açmadan derimod değil markası bi daha trendyolll işim olmaz sizinle;1
Ürün daha elime ulaşalı bir hafta olmadı 5 kere kullandım üstü soyulmaya başladı bu kadar para vermeye gerek yok bence keşke almasaymışım.;1
Fiyatına göre normal ama tam bir kandırmaca. ürün açıklamasında iki kat yapıştırma kemerlerden değildir diyor ama tam olarak yapıştırma kemer. 5 lira bile çok bence bu ürüne.;1
istediğimiz ürün gelmedi.5 kemer aldık ikisininde boyları ve genişlikleri farklı geldi.Ürünlerin üzerinde deri olduğunu gösteren hiçbir şey yoktu .(etiket bile);1
ürün 5 haftada ortadan catladı deri kemer bu kadar kolay ayrılmamalıyudı ıadede edemedim kaldı elımızde.;1
Genişlik 3.5 değil 4 cm buda birçok şeyi değiştiriyor. Lütfen ürün bilgileri doğru yazılsın.Ayrıca bir hafta sonra kemer ortadan açılmaya başladı. Yani hayal kırıklığı.;1
5 mm kalınlık yazılmış ancak kalınlık 3 mm kaliteli bir deride olması gereken gramajda mevcut değil;1
Suni deri bundan daha kaliteli deri olarak satılan ürün 5 para etmez sokakta satan siyahi arkadaşlar bından daha kaliteli kemer satmakta;1
Çox diqq?tsiz bir şirk?t. razmerl?ri 115sm qeyd etmiş?m 150 v? 155 gönd?rib. K?m?rin d?mir hiss?si h?r ikisi eyni deyil, f?rqli gönd?rib. bir k?m?rin halqasını gönd?rm?yib üstünd?.;1
hakikî deri değil .verilen ucreti maket miyor .tam bir fiyasko.birde hakikî deri diye reklam yapıyorlar.;1
istediğim ürünle hiç alakası yok iki adet sipariş vermeme rağmen bir adet geldi yetkili firma ile görüşme yaptığımda sorunu çözüceklerini söylediler;1
ünününü sorgilamıycam ama satıcıya msj attıgımda bana yüzde-yüz deri dedi bende sözüne güvendim aldım neyazıkki vahim daha aynı gün kullandım catladı iyede etmiycem kullanıcam ben 60 tlye adam olmam kimsede olmaz yorumsizekalmış;1
Ürün gerçek deri yazıyor gerçek deri değil Çift taraf yapıştırma değil yazıyor değil 3 katman yapıştırma Ayrıca ben dericiyim giyim üzerine Bence alacak olanlar ve trendyol yetkilileri yazdıklarımı dikkate alır Birçok alışveriş yaptım sitelerden ilkdefa trendyolda karşılaştım böyle birseyle okadar reklama yazık;1
Farklı modeller de 5 ürün sipariş etmiştim. Ama bu ürün gelmedi. Diğer siparişimden 5 tane göndermiş ler. Telafi nasıl olacak;1
Ürün kalitesi çok düşük belirtilen şekilde değil paketleme çok özensiz kutusu hasar görmüş kimseye tavsiye etmiyorum.Paranızı çöpe atmayın.;1
ürün deri felan deyil aldanmayın ona gore alın kendi deri kemerimle dunya kadar fark var arasında verdigi his agırlık saglamlik v.s;1
Deri değil 5-3 kullanımda delikli yerleri aşındı 1-5 hafta kullanınca kemer kopar boşuna paranızı çöpe atmayın, piyasadaki kağıt tarzı kemerlerden;1
Ürün kötü , gerçek cilt deri değil kötü bir cilt baskılı yarma deriden mamul , üstelik oda yaralı deri , yani kalite yok kalte kontrol hiç yok . Bu ürünü göndermeye utanır insan kargo iade islride ayrı bir eziyet , almayın derim , Satıcıda satamasinki ne taahhüt ettiyse onu gondersin .;1
Bu Ürünü beğenenler nasıl beğenmiş anlam veremedim değil 50 lira 5 kuruş bile etmez kesin likle tavsiye etmiyorum kargo zaten bildiginizgibi tavsiyem uzak durun. Yorumlara bakarak aldım hata etmişim deri görmesek kandiracaklar.;1
Gelen ürünün resimdeki ile alakası yok.Daha öncede kemer aldım.Bu gelen bildiğin 5 tl lik kemerlerden.İnsanlarla alay ediyorlar resmen.Baska satıcılardan almanızı tavsiye ederim.;1
ürün etiketsiz ve başka marka gönderildi. 105 numara siparişim olmasına rağmen 110 göndermişler. ayrıca deri değil. iade ettim;1
Derinin sadece adı yazılmış deri ürün gönderilmemiş :) satıcı yorumu okuyunca bu paraya ne derisi bekliyordun der muhtemelen de yazıya güvenerek aldık hata ettik ?? tavsiye etmiyorum;1
Kemer ölçüsü standarda göre küçük, kemer boyu tokası dahil ölçülmüş. Alacaklar olanlar kendi bedeninden büyük alsın.;1
Kesinlikle Derimond marka değil. Gönderilen kemer görüntü olarak da buna benzemiyor. Sıradan bir kemer gönderildi. 5 kez aldım ikisinde de aynı sorun var.;1
ürünler resimde göründüğü gibi değil metal aksamda boya kalkmaları var ve hiç gerçek deri gibi durmuyor sentetik gibi kemer köprüleri o kadar dandik birleştirilmiş ki zımba ile birleştirmişler resmen hiç beğenmedim açıkcsı.;1
Ürün aynı değil kalitesiz deri değil aldım pişman oldum sakın ha sakın almayın deri değil aldım pişman oldum ben yırtıldı;1
Fotoğrafa ve yorumlara aldanarak aldım kesinlikle dandik bir ürün elinize alır almaz anlaşılıyo bu fiyata daha iyi ürünler var paranıza yazık etmeyin gerçeten berbat ya deri değil ve demiri kalitesiz elinizde kalacak gibi duruyo.;1
Yorumlara bakarak aldım pişman oldum Kalitesiz bir kemer bu fiyata dışarda çok daha iyilerini bulabilirsiniz ikinci takmamda ayrıldı kötü bir malzemesi var yazık;1
Ürün üç gün sonra ek yerlerinden ayrıldı. Hiç beklemezdim bu kadar kötü olacağını. Hayel kırıklığı yaşadım.;1
Göründüğü gibi kesinlikle aldanmayin. Cok fazla parlak pusmanim geri gondermeylede uğraşmak istemiyom mecbur kullancaz..;1
Allah a şükür kargo nihayet geldi idare eder bu paraya bu kadar yumuşak kemer değil birde tokası kalın değil sanki kumaş pantolon kemeri gibi eğer deri ise eğer bu paraya idare eder sert deri kemer ..;1
Sipariş verdiğim bedenden büyük geldi. Ayrıca beden etiketi olmalı idi ama koparılmıştı. Kalite olarak orta düzeyde;1
benim gibi tembel olmayıp iade ederim diyorsanız alın görün. kesinlikle kalitesiz bir ürün. pazarda bundan daha ucuzunu ve daha kalitelisini rahat bulursunuz.;1
Ürünü erkek arkadaşıma aldım, içi hasır renginde kemerin, deliklerini zorla açmışlar gibi yıpranmış şekilde. Hiç takılmaz değil ama tercih edilmemesi gereken bir ürün. Onun dışında paketlemesi çok temizdi.;1
aynisi gelmemis kusura bakmayin ama hic iyi degildi cidden siparis bile etmeye deymez;1
Deriyle hic alakası yok almayın gelir gelmez iade talebi olsuturdum sert kemer ucuza aldıklarımız gibi .;1
Ürün göründüğü gibi değil kemer yeri tel zımbayla tutturulmuş. Derimod taklidi olarak derimont yazılmış. Çok basit bu fiyat etmez.;1
tek yıldızı dahi haketmiyor samimiyetime dayanarak söylüyorum değil 36 5 lira verilmez mukavva kağıdıni boyayıp gönderiyor lar;1
ürünü hiç beğenmedim bir hafta bile kolanandim hem yirti çöpe attım olduğu gibi gelmedi hiç kimseye tavsiye etmem;1
Üzerinde derinont a ait herhangi bi ablem bulunmuyor kaliteli olduğuna düşünüyorum tavsiye etmiyorum gerçek bi alıcıyım emin olabilirsiniz;1
Ürün çok kalitesiz. Üçüncü kullanımda birbirinden ayrıldı. Hakiki deri yazarak insanları kandırmayın !;1
Ürünler Hep Derimont Değildi Hemde Bir Kullanımda Kemerde Açıldı 5 Ye Ayrıldı Tamamen Yanıltma Ve Kalitesi Ürünler.;1
bir yıldızı bile haketmiyor yapıştırma olmadığını gerçekten deri olduğunu söylüyor fakat alakası bile yok resmen ikiye ayrıldı kemer hiç güzel değil...!!;1
İlk kullanımdan sonra açılmaları oldu.Daha önce iyi demiştim ancak katlar arasında acilmanin bu kadar çabuk olması çok kötü;1
Ürün deri deniyor ama kağıt boyunu kisalttiktan sonra anlaşılıyor ben uzun aldim denedim kestikten sonra anladim almayın ben şikayetçiyim;1
Kesinlikle almayın derimod diyor ürün gelince hiçbir alakası yok ben iade ediyorum;1
ürün kalitesi berbat, gerçek deri olduğunu gösterir hiçbir işaret ve ibarede yok üzerinde;1
Ürünü aldım bir kaç gün kullandım berbat hemen deforme oldu fiyat ı ucuz ama çok dandik bir ürün;1
115cm istedim 150 geldi + deri falan değil;1
kemer deliklerden yırtıldı kisa sürede iade edecegim;1
deri diye winnex kemer gonderiyosunuz;1
Tavsiye etmiyorum kendisi deri cildi plastik. İkinci kullanımımdan sonra cildi soyulmaya başladı;1
Beklediğim gibi gelmedi eni ince bence hem ben daha kaliteli bekliyordum;1
ölçü tam olmasına rağmen küçük geldi ve resimle alakasız duruyor iade ettim ayrıca çok kaba bir kemer;1
135 cm işaretlememize rağmen 155 geldi iade ediyorum;1
urun hiç burdaki görünen gibi diyil beyenmedim bu fiyatı hak etmiyor;1
Tavsiye edilecek bir ürün değil. Bende yorumlara aldandım.;1
kesinlikle tavsiye etmem ayrıca deri değil kullandigim 1 ay parçalanmaya başladı;1
Almayın arkadaşlar hiç göründüğü gibi değil şimdi elime ulaştı;1
Kemerin iç kısmı boyasız. Derimont beni hayal kırıklığına uğrattı doğrusu.;1
Cok kalitesiz duruyor .. derimod sanıp almayın alakası yok;1
Kullandığım 5.günde yanlardan açıldı pek memnun kalmadım;1
Yapıştırma Olduğu için çok çabuk deforme oldu;1
İstediğimiz ölçüden büyük geldi, beklediğim kalitede çıkmadı.;1
Derisi güzel fakat tokası idare derimontta olduğunu zannetmiyorum;1
Ürün kaliteli ancak fazla kalın olması nedeniyle kemer tokası karın bölgesinde yara yapıyor.;1
ürün hızlı bir şekilde elime ulaştı ancak kalite sıfır hiç tavsiye rtmiyorum;1
fiyatına göre gayet iyi. Ayrıca gönderilen hediye içinde teşekkür ederim.;1
1.70 104 kg biriyim 115 olmadı kısa baya kısa arkadaşıma verdim:);1
Bir ay içerisinde yırtıldı, deri değil;1
normal 1kemer ama deri deyil;1
Sıfır kalite..;1
kesinlikle deri değil 1 ay icinde koptu;1
Beş para etmez;1
Kalitesi kötü;1
almayın çok kötü;1
Dışı deri ama içi karton ona göre alın derim piyasada daha ucuza var;1
Sipariş 10 günde gelmedi sakın almayın iade ettim;1
sfaris ediyim urun gelmedi cok kefiyetsiz;1
Bildiğin karton üstüne muşamba çekilmiş. Deri ile yakından uzaktan alakası yok. Şiddetle kınıyorum;1
kot kemeri diye aldım ama dikkat etmemiştim kumaşa uygun;1
malesef Derimod markası gelmedi KANDIRILDIK...Maalesef...;1
Berbat bir ürün. deri falan değil kağıt gibi yırtıldı çöpe attım . Hakkımı helal etmiyorum.;1
deseniz model sipariş ettim alakasiz bir model geldi iade..;1
çok kalitesiz bir ürün beklediğimin çok altında;1
Ürün geldi fakat görselde görünenden farklı ??;1
Bir gün kullanıp çöpe attım resimdeki ile alakası yok !;1
Sakın almayın asla kendi söylediğiniz boyu göndermiyorlar çocuk kemeri gibi;1
yüzde yüz deri kemer diye aldım karton kemer geldi Trendyol size yakışmadı bu;1
kemerin içinde 110 yazıyor,ölçtüm 105 cm,iade etmek zorunda kaldım.;1
Almayın beni dinleyin göründüğü gibi gelmedi yorumu ciddiye alın.;1
Ürünün fiyatı uygun ama derisi hiç kaliteli değil.;1
10 para etmez bi ürün sakın almayın yıldız gereksiz;1
Deriyle alakası yok belinize ha urgan bağlamışsınız yada bunu. İmitasyon bir ürün;1
Tefsiye etmirem! Çok çok kötü kalitesis bir ürün;1
görüldüğü gibi degil hemen iade verdim resimdekiyle alakası yok;1
hızlı çabuk geldi ama keşke resimdekilerle aynı olsydı biz ne aldık siz ne yolladınız....;1
Ürünü aldım ama pişman oldum çok basit parama yazık;1
İlkgün taktım kemerin ucu acılmış beğenmedim tavsiye etmiyorum deri değil;1
ne yazık ki ürünün buradaki görüntüyle alakası yok ne yazık ki.;1
Ürün aynı değil iade yapmaya değmez kemerden hiç şansım yok;1
10 mart 5051de aldım 5 ay sonra neredeyse tokaya geçen yerden kopacak hale geldi. Tavsiye etmem.;1
ürün 5 para etmez iç tarafı deri değil iade etsem edemiyorum tavsiye etmem;1
deri olduğundan şüpheliyim ama bu fiyata iyi gibi;1
çok kötü bir kalitesi var boyasi bile sanki sprey boya gibi asla tavsiye etmiyorum;1
beğenmedim kalitesiz resimle alakası yok.;1
Beklediğimden biraz kalitesiz geldi ve aşırı fazla kokusu vardı;1
beş para etmez ,birde derimont yazmışlar alakası yok;1
Ürün uygun lakin 5 tane aldım ikiside parçalandı;1
Ürün fotografdakinin aynısı degil kalite olarak kalite cok kötü;1
Kullanmaya başladıktan 1 hafta sonra tokasının ince ucu kırıldı.;1
Herhangi bir pantolon ile kullanılmaz. Aşırı geniş;1
Değerlendirmeye bile alınmayacak adi bir ürün .;1
15 günde soyulmaya başladı kaplama pişman oldum;1
ürün 5 para etmez deri diye aldım deri falan değil boşuna paranız i harcamayın;1
Çok kalın ve istediğimiz boyuttan kısa geliyor;1
Kemer kısa sürede soyuluyor bilginiz olsun;1
Beş para etmez kalitesiz çok kötü kokuyor;1
1- 5 ay kullanım ömrü var kağıt gibi bi kemer tavsiye etmiyorum;1
Kesinlikle çok kalitesiz. Aldım ve iade ettim;1
Derimod gibi bir markanın orjinali böyle ise uzak duralım aldım hiç memnun değilim tafsiye etmem;1
Ürün beklediğim gibi değil markası bile yok kalite sıfır;1
almayın abi tek kelime ile deri falan değil çok pişman oldum;1
